,Date,State,Confirmed,Deceased,Recovered,State_Name
2394,09-Oct-20,JK,636,15,959,Jammu and Kashmir
2395,09-Oct-20,KA,10913,114,9091,Karnataka
2396,09-Oct-20,KL,9250,25,8048,Kerala
2397,09-Oct-20,LA,85,0,336,Ladakh
2398,09-Oct-20,LD,0,0,0,Lakshadweep
2399,09-Oct-20,MH,12134,302,17323,Maharashtra
2400,09-Oct-20,ML,127,1,71,Meghalaya
2401,09-Oct-20,MN,131,3,147,Manipur
2402,09-Oct-20,MP,1607,27,2200,Madhya Pradesh
2403,09-Oct-20,MZ,7,0,48,Mizoram
2404,09-Oct-20,NL,152,0,92,Nagaland
2405,09-Oct-20,OR,2697,17,3404,Odisha
2406,09-Oct-20,PB,743,32,1333,Punjab
2407,09-Oct-20,PY,365,2,287,Puducherry
2408,09-Oct-20,RJ,2180,16,2148,Rajasthan
2409,09-Oct-20,SK,33,2,71,Sikkim
2410,09-Oct-20,TG,1891,7,1878,Telangana
2411,09-Oct-20,TN,5185,68,5357,Tamil Nadu
2412,09-Oct-20,TR,223,7,408,Tripura
2413,09-Oct-20,TT,73305,929,82628,Total
2414,09-Oct-20,UN,0,0,0,State Unassigned
2415,09-Oct-20,UP,3207,48,4424,Uttar Pradesh
2416,09-Oct-20,UT,704,14,1239,Uttarakhand
2417,09-Oct-20,WB,3573,62,3069,West Bengal
2418,09-Sep-20,AN,34,1,43,Andaman and Nicobar Islands
2419,09-Sep-20,AP,10418,74,9842,Andhra Pradesh
2420,09-Sep-20,AR,144,0,183,Arunachal Pradesh
2421,09-Sep-20,AS,2243,18,2265,Assam
2422,09-Sep-20,BR,1498,10,1702,Bihar
2423,09-Sep-20,CH,332,2,180,Chandigarh
2424,09-Sep-20,CT,2818,70,1146,Chhattisgarh
2425,09-Sep-20,DD,0,0,0,Daman and Diu
2426,09-Sep-20,DL,4039,20,2623,Delhi
2427,09-Sep-20,DN,26,0,24,Dadra and Nagar Haveli and Daman and Diu
2428,09-Sep-20,GA,621,6,281,Goa
2429,09-Sep-20,GJ,1329,16,1336,Gujarat
2430,09-Sep-20,HP,316,3,142,Himachal Pradesh
2431,09-Sep-20,HR,2294,28,1828,Haryana
2432,09-Sep-20,JH,1601,16,1297,Jharkhand
2433,09-Sep-20,JK,1617,17,620,Jammu and Kashmir
2434,09-Sep-20,KA,9540,128,6860,Karnataka
2435,09-Sep-20,KL,3402,12,2058,Kerala
2436,09-Sep-20,LA,40,0,41,Ladakh
2437,09-Sep-20,LD,0,0,0,Lakshadweep
2438,09-Sep-20,MH,23577,380,13906,Maharashtra
2439,09-Sep-20,ML,121,2,107,Meghalaya
2440,09-Sep-20,MN,160,1,64,Manipur
2441,09-Sep-20,MP,1869,31,1341,Madhya Pradesh
2442,09-Sep-20,MZ,69,0,5,Mizoram
2443,09-Sep-20,NL,130,0,48,Nagaland
2444,09-Sep-20,OR,3748,11,3110,Odisha
2445,09-Sep-20,PB,2137,71,1231,Punjab
2446,09-Sep-20,PY,335,10,386,Puducherry
2447,09-Sep-20,RJ,1610,14,1578,Rajasthan
2448,09-Sep-20,SK,31,0,16,Sikkim
2449,09-Sep-20,TG,2479,10,2485,Telangana
2450,09-Sep-20,TN,5584,78,6516,Tamil Nadu
2451,09-Sep-20,TR,582,9,311,Tripura
2452,09-Sep-20,TT,95536,1168,73062,Total
2453,09-Sep-20,UN,0,0,0,State Unassigned
2454,09-Sep-20,UP,6568,65,5731,Uttar Pradesh
2455,09-Sep-20,UT,1117,12,789,Uttarakhand
2456,09-Sep-20,WB,3107,53,2967,West Bengal
2457,10-Apr-20,AN,0,0,0,Andaman and Nicobar Islands
2458,10-Apr-20,AP,18,0,0,Andhra Pradesh
2459,10-Apr-20,AR,0,0,0,Arunachal Pradesh
2460,10-Apr-20,AS,0,1,0,Assam
2461,10-Apr-20,BR,2,0,0,Bihar
2462,10-Apr-20,CH,1,0,0,Chandigarh
2463,10-Apr-20,CT,0,0,0,Chhattisgarh
2464,10-Apr-20,DD,0,0,0,Daman and Diu
2465,10-Apr-20,DL,183,2,2,Delhi
2466,10-Apr-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
2467,10-Apr-20,GA,0,0,1,Goa
2468,10-Apr-20,GJ,116,1,7,Gujarat
2469,10-Apr-20,HP,0,0,0,Himachal Pradesh
2470,10-Apr-20,HR,6,0,4,Haryana
2471,10-Apr-20,JH,1,0,0,Jharkhand
2472,10-Apr-20,JK,23,0,0,Jammu and Kashmir
2473,10-Apr-20,KA,10,0,4,Karnataka
2474,10-Apr-20,KL,7,0,27,Kerala
2475,10-Apr-20,LA,1,0,1,Ladakh
2476,10-Apr-20,LD,0,0,0,Lakshadweep
2477,10-Apr-20,MH,210,12,63,Maharashtra
2478,10-Apr-20,ML,0,0,0,Meghalaya
2479,10-Apr-20,MN,0,0,0,Manipur
2480,10-Apr-20,MP,40,4,12,Madhya Pradesh
2481,10-Apr-20,MZ,0,0,0,Mizoram
2482,10-Apr-20,NL,0,0,0,Nagaland
2483,10-Apr-20,OR,2,0,10,Odisha
2484,10-Apr-20,PB,21,1,2,Punjab
2485,10-Apr-20,PY,2,0,0,Puducherry
2486,10-Apr-20,RJ,98,0,0,Rajasthan
2487,10-Apr-20,SK,0,0,0,Sikkim
2488,10-Apr-20,TG,16,0,0,Telangana
2489,10-Apr-20,TN,77,1,17,Tamil Nadu
2490,10-Apr-20,TR,1,0,0,Tripura
2491,10-Apr-20,TT,871,22,151,Total
2492,10-Apr-20,UN,0,0,0,State Unassigned
2493,10-Apr-20,UP,23,0,1,Uttar Pradesh
2494,10-Apr-20,UT,0,0,0,Uttarakhand
2495,10-Apr-20,WB,13,0,0,West Bengal
2496,10-Aug-20,AN,135,0,61,Andaman and Nicobar Islands
2497,10-Aug-20,AP,7665,80,6924,Andhra Pradesh
2498,10-Aug-20,AR,76,0,110,Arunachal Pradesh
2499,10-Aug-20,AS,2900,6,1261,Assam
2500,10-Aug-20,BR,3021,21,2824,Bihar
2501,10-Aug-20,CH,80,0,100,Chandigarh
2502,10-Aug-20,CT,477,3,208,Chhattisgarh
2503,10-Aug-20,DD,0,0,0,Daman and Diu
2504,10-Aug-20,DL,707,20,1070,Delhi
2505,10-Aug-20,DN,62,0,50,Dadra and Nagar Haveli and Daman and Diu
2506,10-Aug-20,GA,317,5,213,Goa
2507,10-Aug-20,GJ,1056,20,1138,Gujarat
2508,10-Aug-20,HP,92,2,24,Himachal Pradesh
2509,10-Aug-20,HR,794,6,711,Haryana
2510,10-Aug-20,JH,630,12,750,Jharkhand
2511,10-Aug-20,JK,470,6,372,Jammu and Kashmir
2512,10-Aug-20,KA,4267,114,5218,Karnataka
2513,10-Aug-20,KL,1184,7,784,Kerala
2514,10-Aug-20,LA,29,0,15,Ladakh
2515,10-Aug-20,LD,0,0,0,Lakshadweep
2516,10-Aug-20,MH,9181,293,6711,Maharashtra
2517,10-Aug-20,ML,53,0,8,Meghalaya
2518,10-Aug-20,MN,100,0,78,Manipur
2519,10-Aug-20,MP,866,19,654,Madhya Pradesh
2520,10-Aug-20,MZ,12,0,25,Mizoram
2521,10-Aug-20,NL,230,0,69,Nagaland
2522,10-Aug-20,OR,1528,16,1236,Odisha
2523,10-Aug-20,PB,986,18,416,Punjab
2524,10-Aug-20,PY,242,2,154,Puducherry
2525,10-Aug-20,RJ,1173,11,825,Rajasthan
2526,10-Aug-20,SK,44,0,13,Sikkim
2527,10-Aug-20,TG,1256,10,1587,Telangana
2528,10-Aug-20,TN,5914,114,6037,Tamil Nadu
2529,10-Aug-20,TR,62,1,267,Tripura
2530,10-Aug-20,TT,53016,887,47362,Total
2531,10-Aug-20,UN,0,0,0,State Unassigned
2532,10-Aug-20,UP,4113,51,4074,Uttar Pradesh
2533,10-Aug-20,UT,389,9,167,Uttarakhand
2534,10-Aug-20,WB,2905,41,3208,West Bengal
2535,10-Jul-20,AN,0,0,9,Andaman and Nicobar Islands
2536,10-Jul-20,AP,1608,15,1040,Andhra Pradesh
2537,10-Jul-20,AR,33,0,0,Arunachal Pradesh
2538,10-Jul-20,AS,936,8,701,Assam
2539,10-Jul-20,BR,352,2,459,Bihar
2540,10-Jul-20,CH,13,0,5,Chandigarh
2541,10-Jul-20,CT,166,2,125,Chhattisgarh
2542,10-Jul-20,DD,0,0,0,Daman and Diu
2543,10-Jul-20,DL,2089,42,2468,Delhi
2544,10-Jul-20,DN,14,0,19,Dadra and Nagar Haveli and Daman and Diu
2545,10-Jul-20,GA,100,0,74,Goa
2546,10-Jul-20,GJ,875,14,441,Gujarat
2547,10-Jul-20,HP,31,0,39,Himachal Pradesh
2548,10-Jul-20,HR,570,3,399,Haryana
2549,10-Jul-20,JH,250,0,14,Jharkhand
2550,10-Jul-20,JK,387,5,91,Jammu and Kashmir
2551,10-Jul-20,KA,2313,57,1003,Karnataka
2552,10-Jul-20,KL,416,0,112,Kerala
2553,10-Jul-20,LA,9,0,2,Ladakh
2554,10-Jul-20,LD,0,0,0,Lakshadweep
2555,10-Jul-20,MH,7862,226,5366,Maharashtra
2556,10-Jul-20,ML,73,0,0,Meghalaya
2557,10-Jul-20,MN,132,0,33,Manipur
2558,10-Jul-20,MP,316,4,249,Madhya Pradesh
2559,10-Jul-20,MZ,23,0,0,Mizoram
2560,10-Jul-20,NL,59,0,0,Nagaland
2561,10-Jul-20,OR,755,6,565,Odisha
2562,10-Jul-20,PB,217,4,72,Punjab
2563,10-Jul-20,PY,72,1,18,Puducherry
2564,10-Jul-20,RJ,611,6,550,Rajasthan
2565,10-Jul-20,SK,0,0,9,Sikkim
2566,10-Jul-20,TG,1278,8,1013,Telangana
2567,10-Jul-20,TN,3680,64,4163,Tamil Nadu
2568,10-Jul-20,TR,142,0,34,Tripura
2569,10-Jul-20,TT,27762,520,20289,Total
2570,10-Jul-20,UN,-224,0,0,State Unassigned
2571,10-Jul-20,UP,1338,27,660,Uttar Pradesh
2572,10-Jul-20,UT,68,0,34,Uttarakhand
2573,10-Jul-20,WB,1198,26,522,West Bengal
2574,10-Jun-20,AN,1,0,0,Andaman and Nicobar Islands
2575,10-Jun-20,AP,365,1,110,Andhra Pradesh
2576,10-Jun-20,AR,4,0,2,Arunachal Pradesh
2577,10-Jun-20,AS,235,1,152,Assam
2578,10-Jun-20,BR,243,1,164,Bihar
2579,10-Jun-20,CH,2,0,4,Chandigarh
2580,10-Jun-20,CT,51,1,4,Chhattisgarh
2581,10-Jun-20,DD,0,0,0,Daman and Diu
2582,10-Jun-20,DL,1501,79,384,Delhi
2583,10-Jun-20,DN,5,0,0,Dadra and Nagar Haveli and Daman and Diu
2584,10-Jun-20,GA,28,0,0,Goa
2585,10-Jun-20,GJ,510,34,370,Gujarat
2586,10-Jun-20,HP,14,1,13,Himachal Pradesh
2587,10-Jun-20,HR,370,7,381,Haryana
2588,10-Jun-20,JH,135,0,33,Jharkhand
2589,10-Jun-20,JK,161,3,165,Jammu and Kashmir
2590,10-Jun-20,KA,120,3,257,Karnataka
2591,10-Jun-20,KL,65,1,57,Kerala
2592,10-Jun-20,LA,7,0,0,Ladakh
2593,10-Jun-20,LD,0,0,0,Lakshadweep
2594,10-Jun-20,MH,3254,149,1877,Maharashtra
2595,10-Jun-20,ML,1,0,0,Meghalaya
2596,10-Jun-20,MN,7,0,0,Manipur
2597,10-Jun-20,MP,200,7,163,Madhya Pradesh
2598,10-Jun-20,MZ,5,0,0,Mizoram
2599,10-Jun-20,NL,1,0,12,Nagaland
2600,10-Jun-20,OR,110,0,149,Odisha
2601,10-Jun-20,PB,86,0,65,Punjab
2602,10-Jun-20,PY,12,0,5,Puducherry
2603,10-Jun-20,RJ,355,4,241,Rajasthan
2604,10-Jun-20,SK,0,0,0,Sikkim
2605,10-Jun-20,TG,191,8,75,Telangana
2606,10-Jun-20,TN,1927,19,1008,Tamil Nadu
2607,10-Jun-20,TR,31,0,47,Tripura
2608,10-Jun-20,TT,11156,358,6275,Total
2609,10-Jun-20,UN,516,0,0,State Unassigned
2610,10-Jun-20,UP,275,20,302,Uttar Pradesh
2611,10-Jun-20,UT,25,2,76,Uttarakhand
2612,10-Jun-20,WB,343,17,159,West Bengal
2613,10-May-20,AN,0,0,0,Andaman and Nicobar Islands
2614,10-May-20,AP,50,1,38,Andhra Pradesh
2615,10-May-20,AR,0,0,0,Arunachal Pradesh
2616,10-May-20,AS,1,0,0,Assam
2617,10-May-20,BR,96,1,36,Bihar
2618,10-May-20,CH,4,1,0,Chandigarh
2619,10-May-20,CT,0,0,6,Chhattisgarh
2620,10-May-20,DD,0,0,0,Daman and Diu
2621,10-May-20,DL,381,5,49,Delhi
2622,10-May-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
2623,10-May-20,GA,0,0,0,Goa
2624,10-May-20,GJ,398,21,454,Gujarat
2625,10-May-20,HP,6,0,0,Himachal Pradesh
2626,10-May-20,HR,28,1,10,Haryana
2627,10-May-20,JH,1,0,0,Jharkhand
2628,10-May-20,JK,25,0,15,Jammu and Kashmir
2629,10-May-20,KA,54,1,36,Karnataka
2630,10-May-20,KL,7,0,4,Kerala
2631,10-May-20,LA,0,0,3,Ladakh
2632,10-May-20,LD,0,0,0,Lakshadweep
2633,10-May-20,MH,1943,53,399,Maharashtra
2634,10-May-20,ML,0,0,0,Meghalaya
2635,10-May-20,MN,0,0,0,Manipur
2636,10-May-20,MP,157,4,196,Madhya Pradesh
2637,10-May-20,MZ,0,0,0,Mizoram
2638,10-May-20,NL,0,0,0,Nagaland
2639,10-May-20,OR,25,0,0,Odisha
2640,10-May-20,PB,61,0,9,Punjab
2641,10-May-20,PY,2,0,1,Puducherry
2642,10-May-20,RJ,106,2,79,Rajasthan
2643,10-May-20,SK,0,0,0,Sikkim
2644,10-May-20,TG,33,0,0,Telangana
2645,10-May-20,TN,669,3,135,Tamil Nadu
2646,10-May-20,TR,16,0,0,Tripura
2647,10-May-20,TT,4311,112,1669,Total
2648,10-May-20,UN,0,0,0,State Unassigned
2649,10-May-20,UP,94,5,154,Uttar Pradesh
2650,10-May-20,UT,1,0,0,Uttarakhand
2651,10-May-20,WB,153,14,45,West Bengal
2652,10-Oct-20,AN,16,0,20,Andaman and Nicobar Islands
2653,10-Oct-20,AP,5653,35,6659,Andhra Pradesh
2654,10-Oct-20,AR,238,0,158,Arunachal Pradesh
2655,10-Oct-20,AS,971,9,1451,Assam
2656,10-Oct-20,BR,1140,10,1226,Bihar
2657,10-Oct-20,CH,96,2,157,Chandigarh
2658,10-Oct-20,CT,2688,39,2719,Chhattisgarh
2659,10-Oct-20,DD,0,0,0,Daman and Diu
2660,10-Oct-20,DL,2866,48,2766,Delhi
2661,10-Oct-20,DN,12,0,13,Dadra and Nagar Haveli and Daman and Diu
2662,10-Oct-20,GA,343,8,460,Goa
2663,10-Oct-20,GJ,1221,10,1456,Gujarat
2664,10-Oct-20,HP,267,3,400,Himachal Pradesh
2665,10-Oct-20,HR,1158,10,1301,Haryana
2666,10-Oct-20,JH,697,3,1151,Jharkhand
2667,10-Oct-20,JK,635,7,976,Jammu and Kashmir
2668,10-Oct-20,KA,10517,102,8337,Karnataka
2669,10-Oct-20,KL,11755,23,7570,Kerala
2670,10-Oct-20,LA,72,1,87,Ladakh
2671,10-Oct-20,LD,0,0,0,Lakshadweep
2672,10-Oct-20,MH,11416,308,26440,Maharashtra
2673,10-Oct-20,ML,156,1,142,Meghalaya
2674,10-Oct-20,MN,282,2,440,Manipur
2675,10-Oct-20,MP,1616,25,2147,Madhya Pradesh
2676,10-Oct-20,MZ,5,0,10,Mizoram
2677,10-Oct-20,NL,61,0,33,Nagaland
2678,10-Oct-20,OR,2854,15,3885,Odisha
2679,10-Oct-20,PB,858,25,1234,Punjab
2680,10-Oct-20,PY,337,1,411,Puducherry
2681,10-Oct-20,RJ,2123,15,2152,Rajasthan
2682,10-Oct-20,SK,42,1,95,Sikkim
2683,10-Oct-20,TG,1811,9,2072,Telangana
2684,10-Oct-20,TN,5242,67,5222,Tamil Nadu
2685,10-Oct-20,TR,171,2,327,Tripura
2686,10-Oct-20,TT,74418,921,89024,Total
2687,10-Oct-20,UN,0,0,0,State Unassigned
2688,10-Oct-20,UP,3046,60,4063,Uttar Pradesh
2689,10-Oct-20,UT,462,18,412,Uttarakhand
2690,10-Oct-20,WB,3591,62,3032,West Bengal
2691,10-Sep-20,AN,39,0,43,Andaman and Nicobar Islands
2692,10-Sep-20,AP,10175,68,10040,Andhra Pradesh
2693,10-Sep-20,AR,127,0,99,Arunachal Pradesh
2694,10-Sep-20,AS,2739,18,2197,Assam
2695,10-Sep-20,BR,1543,10,1480,Bihar
2696,10-Sep-20,CH,283,3,191,Chandigarh
2697,10-Sep-20,CT,2748,16,1917,Chhattisgarh
2698,10-Sep-20,DD,0,0,0,Daman and Diu
2699,10-Sep-20,DL,4308,28,2637,Delhi
2700,10-Sep-20,DN,28,0,29,Dadra and Nagar Haveli and Daman and Diu
2701,10-Sep-20,GA,639,6,436,Goa
2702,10-Sep-20,GJ,1332,15,1415,Gujarat
2703,10-Sep-20,HP,319,3,80,Himachal Pradesh
2704,10-Sep-20,HR,2591,25,1562,Haryana
2705,10-Sep-20,JH,1182,5,1456,Jharkhand
2706,10-Sep-20,JK,1592,13,344,Jammu and Kashmir
2707,10-Sep-20,KA,9217,129,7021,Karnataka
2708,10-Sep-20,KL,3349,12,1657,Kerala
2709,10-Sep-20,LA,35,1,37,Ladakh
2710,10-Sep-20,LD,0,0,0,Lakshadweep
2711,10-Sep-20,MH,23446,495,14253,Maharashtra
2712,10-Sep-20,ML,99,1,19,Meghalaya
2713,10-Sep-20,MN,108,4,245,Manipur
2714,10-Sep-20,MP,2187,21,1435,Madhya Pradesh
2715,10-Sep-20,MZ,141,0,0,Mizoram
2716,10-Sep-20,NL,261,0,5,Nagaland
2717,10-Sep-20,OR,3991,11,2706,Odisha
2718,10-Sep-20,PB,2459,88,1348,Punjab
2719,10-Sep-20,PY,452,6,422,Puducherry
2720,10-Sep-20,RJ,1640,14,1032,Rajasthan
2721,10-Sep-20,SK,20,0,41,Sikkim
2722,10-Sep-20,TG,2534,11,2071,Telangana
2723,10-Sep-20,TN,5528,64,6185,Tamil Nadu
2724,10-Sep-20,TR,535,6,340,Tripura
2725,10-Sep-20,TT,96762,1213,70904,Total
2726,10-Sep-20,UN,0,0,0,State Unassigned
2727,10-Sep-20,UP,6988,94,4605,Uttar Pradesh
2728,10-Sep-20,UT,1015,5,521,Uttarakhand
2729,10-Sep-20,WB,3112,41,3035,West Bengal
2730,11-Apr-20,AN,0,0,0,Andaman and Nicobar Islands
2731,11-Apr-20,AP,24,0,0,Andhra Pradesh
2732,11-Apr-20,AR,0,0,0,Arunachal Pradesh
2733,11-Apr-20,AS,0,0,0,Assam
2734,11-Apr-20,BR,4,0,0,Bihar
2735,11-Apr-20,CH,0,0,0,Chandigarh
2736,11-Apr-20,CT,7,0,0,Chhattisgarh
2737,11-Apr-20,DD,0,0,0,Daman and Diu
2738,11-Apr-20,DL,166,5,0,Delhi
2739,11-Apr-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
2740,11-Apr-20,GA,0,0,4,Goa
2741,11-Apr-20,GJ,90,3,11,Gujarat
2742,11-Apr-20,HP,4,0,6,Himachal Pradesh
2743,11-Apr-20,HR,3,0,0,Haryana
2744,11-Apr-20,JH,3,0,0,Jharkhand
2745,11-Apr-20,JK,17,0,0,Jammu and Kashmir
2746,11-Apr-20,KA,8,0,5,Karnataka
2747,11-Apr-20,KL,10,1,19,Kerala
2748,11-Apr-20,LA,0,0,0,Ladakh
2749,11-Apr-20,LD,0,0,0,Lakshadweep
2750,11-Apr-20,MH,187,17,20,Maharashtra
2751,11-Apr-20,ML,0,0,0,Meghalaya
2752,11-Apr-20,MN,0,0,0,Manipur
2753,11-Apr-20,MP,78,4,1,Madhya Pradesh
2754,11-Apr-20,MZ,0,0,0,Mizoram
2755,11-Apr-20,NL,0,0,0,Nagaland
2756,11-Apr-20,OR,4,0,0,Odisha
2757,11-Apr-20,PB,7,1,0,Punjab
2758,11-Apr-20,PY,0,0,0,Puducherry
2759,11-Apr-20,RJ,139,6,56,Rajasthan
2760,11-Apr-20,SK,0,0,0,Sikkim
2761,11-Apr-20,TG,16,2,51,Telangana
2762,11-Apr-20,TN,58,1,0,Tamil Nadu
2763,11-Apr-20,TR,0,0,0,Tripura
2764,11-Apr-20,TT,854,40,186,Total
2765,11-Apr-20,UN,0,0,0,State Unassigned
2766,11-Apr-20,UP,19,1,13,Uttar Pradesh
2767,11-Apr-20,UT,0,0,0,Uttarakhand
2768,11-Apr-20,WB,10,0,0,West Bengal
2769,11-Aug-20,AN,139,1,40,Andaman and Nicobar Islands
2770,11-Aug-20,AP,9024,87,9113,Andhra Pradesh
2771,11-Aug-20,AR,96,0,42,Arunachal Pradesh
2772,11-Aug-20,AS,2669,4,1487,Assam
2773,11-Aug-20,BR,4071,15,2900,Bihar
2774,11-Aug-20,CH,75,1,11,Chandigarh
2775,11-Aug-20,CT,360,5,222,Chhattisgarh
2776,11-Aug-20,DD,0,0,0,Daman and Diu
2777,11-Aug-20,DL,1257,8,727,Delhi
2778,11-Aug-20,DN,39,0,41,Dadra and Nagar Haveli and Daman and Diu
2779,11-Aug-20,GA,415,6,272,Goa
2780,11-Aug-20,GJ,1118,23,1140,Gujarat
2781,11-Aug-20,HP,34,1,68,Himachal Pradesh
2782,11-Aug-20,HR,798,11,590,Haryana
2783,11-Aug-20,JH,683,5,807,Jharkhand
2784,11-Aug-20,JK,564,12,604,Jammu and Kashmir
2785,11-Aug-20,KA,6257,86,6473,Karnataka
2786,11-Aug-20,KL,1417,5,1426,Kerala
2787,11-Aug-20,LA,53,0,18,Ladakh
2788,11-Aug-20,LD,0,0,0,Lakshadweep
2789,11-Aug-20,MH,11088,256,10014,Maharashtra
2790,11-Aug-20,ML,27,0,12,Meghalaya
2791,11-Aug-20,MN,88,1,33,Manipur
2792,11-Aug-20,MP,843,18,922,Madhya Pradesh
2793,11-Aug-20,MZ,3,0,0,Mizoram
2794,11-Aug-20,NL,20,-1,12,Nagaland
2795,11-Aug-20,OR,1341,12,1785,Odisha
2796,11-Aug-20,PB,1000,32,1055,Punjab
2797,11-Aug-20,PY,276,2,177,Puducherry
2798,11-Aug-20,RJ,1217,11,1339,Rajasthan
2799,11-Aug-20,SK,3,0,24,Sikkim
2800,11-Aug-20,TG,1896,8,1788,Telangana
2801,11-Aug-20,TN,5834,118,6005,Tamil Nadu
2802,11-Aug-20,TR,164,1,213,Tripura
2803,11-Aug-20,TT,61252,835,56461,Total
2804,11-Aug-20,UN,0,0,0,State Unassigned
2805,11-Aug-20,UP,5041,56,3865,Uttar Pradesh
2806,11-Aug-20,UT,411,2,169,Uttarakhand
2807,11-Aug-20,WB,2931,49,3067,West Bengal
2808,11-Jul-20,AN,0,0,0,Andaman and Nicobar Islands
2809,11-Jul-20,AP,1813,17,1199,Andhra Pradesh
2810,11-Jul-20,AR,6,0,5,Arunachal Pradesh
2811,11-Jul-20,AS,535,2,578,Assam
2812,11-Jul-20,BR,709,7,740,Bihar
2813,11-Jul-20,CH,13,1,5,Chandigarh
2814,11-Jul-20,CT,65,0,42,Chhattisgarh
2815,11-Jul-20,DD,0,0,0,Daman and Diu
2816,11-Jul-20,DL,1781,34,2998,Delhi
2817,11-Jul-20,DN,14,0,12,Dadra and Nagar Haveli and Daman and Diu
2818,11-Jul-20,GA,117,3,81,Goa
2819,11-Jul-20,GJ,872,10,502,Gujarat
2820,11-Jul-20,HP,11,0,23,Himachal Pradesh
2821,11-Jul-20,HR,648,7,490,Haryana
2822,11-Jul-20,JH,145,1,32,Jharkhand
2823,11-Jul-20,JK,268,10,109,Jammu and Kashmir
2824,11-Jul-20,KA,2798,70,880,Karnataka
2825,11-Jul-20,KL,488,2,143,Kerala
2826,11-Jul-20,LA,13,0,11,Ladakh
2827,11-Jul-20,LD,0,0,0,Lakshadweep
2828,11-Jul-20,MH,8139,223,4360,Maharashtra
2829,11-Jul-20,ML,76,0,0,Meghalaya
2830,11-Jul-20,MN,11,0,11,Manipur
2831,11-Jul-20,MP,544,6,198,Madhya Pradesh
2832,11-Jul-20,MZ,1,0,7,Mizoram
2833,11-Jul-20,NL,16,0,9,Nagaland
2834,11-Jul-20,OR,570,6,388,Odisha
2835,11-Jul-20,PB,230,8,23,Punjab
2836,11-Jul-20,PY,65,1,53,Puducherry
2837,11-Jul-20,RJ,574,6,249,Rajasthan
2838,11-Jul-20,SK,26,0,0,Sikkim
2839,11-Jul-20,TG,1178,9,1714,Telangana
2840,11-Jul-20,TN,3965,69,3591,Tamil Nadu
2841,11-Jul-20,TR,31,1,3,Tripura
2842,11-Jul-20,TT,27757,543,19981,Total
2843,11-Jul-20,UN,-745,0,0,State Unassigned
2844,11-Jul-20,UP,1392,24,902,Uttar Pradesh
2845,11-Jul-20,UT,44,0,12,Uttarakhand
2846,11-Jul-20,WB,1344,26,611,West Bengal
2847,11-Jun-20,AN,3,0,0,Andaman and Nicobar Islands
2848,11-Jun-20,AP,182,2,99,Andhra Pradesh
2849,11-Jun-20,AR,6,0,0,Arunachal Pradesh
2850,11-Jun-20,AS,145,0,184,Assam
2851,11-Jun-20,BR,250,0,152,Bihar
2852,11-Jun-20,CH,4,0,4,Chandigarh
2853,11-Jun-20,CT,136,0,70,Chhattisgarh
2854,11-Jun-20,DD,0,0,0,Daman and Diu
2855,11-Jun-20,DL,1877,101,486,Delhi
2856,11-Jun-20,DN,1,0,0,Dadra and Nagar Haveli and Daman and Diu
2857,11-Jun-20,GA,30,0,0,Goa
2858,11-Jun-20,GJ,513,38,366,Gujarat
2859,11-Jun-20,HP,19,0,26,Himachal Pradesh
2860,11-Jun-20,HR,389,12,73,Haryana
2861,11-Jun-20,JH,48,0,38,Jharkhand
2862,11-Jun-20,JK,67,1,149,Jammu and Kashmir
2863,11-Jun-20,KA,204,3,114,Karnataka
2864,11-Jun-20,KL,83,1,62,Kerala
2865,11-Jun-20,LA,20,0,4,Ladakh
2866,11-Jun-20,LD,0,0,0,Lakshadweep
2867,11-Jun-20,MH,3607,152,1562,Maharashtra
2868,11-Jun-20,ML,0,0,5,Meghalaya
2869,11-Jun-20,MN,55,0,9,Manipur
2870,11-Jun-20,MP,192,4,150,Madhya Pradesh
2871,11-Jun-20,MZ,9,0,0,Mizoram
2872,11-Jun-20,NL,2,0,7,Nagaland
2873,11-Jun-20,OR,136,1,72,Odisha
2874,11-Jun-20,PB,82,4,27,Punjab
2875,11-Jun-20,PY,13,2,7,Puducherry
2876,11-Jun-20,RJ,238,6,206,Rajasthan
2877,11-Jun-20,SK,0,0,0,Sikkim
2878,11-Jun-20,TG,209,9,176,Telangana
2879,11-Jun-20,TN,1875,23,1372,Tamil Nadu
2880,11-Jun-20,TR,25,0,39,Tripura
2881,11-Jun-20,TT,11135,394,6044,Total
2882,11-Jun-20,UN,-296,0,0,State Unassigned
2883,11-Jun-20,UP,478,24,321,Uttar Pradesh
2884,11-Jun-20,UT,93,1,55,Uttarakhand
2885,11-Jun-20,WB,440,10,209,West Bengal
2886,11-May-20,AN,0,0,0,Andaman and Nicobar Islands
2887,11-May-20,AP,38,0,73,Andhra Pradesh
2888,11-May-20,AR,0,0,0,Arunachal Pradesh
2889,11-May-20,AS,2,0,5,Assam
2890,11-May-20,BR,42,0,23,Bihar
2891,11-May-20,CH,8,0,4,Chandigarh
2892,11-May-20,CT,0,0,4,Chhattisgarh
2893,11-May-20,DD,0,0,0,Daman and Diu
2894,11-May-20,DL,310,0,60,Delhi
2895,11-May-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
2896,11-May-20,GA,0,0,0,Goa
2897,11-May-20,GJ,347,20,235,Gujarat
