,Date,State,Confirmed,Deceased,Recovered,State_Name
4245,16-Aug-20,TR,127,5,63,Tripura
4246,16-Aug-20,TT,58096,952,57404,Total
4247,16-Aug-20,UN,0,0,0,State Unassigned
4248,16-Aug-20,UP,4357,56,4201,Uttar Pradesh
4249,16-Aug-20,UT,235,1,352,Uttarakhand
4250,16-Aug-20,WB,3066,51,2935,West Bengal
4251,16-Jul-20,AN,4,0,3,Andaman and Nicobar Islands
4252,16-Jul-20,AP,2593,40,1015,Andhra Pradesh
4253,16-Jul-20,AR,52,0,0,Arunachal Pradesh
4254,16-Jul-20,AS,892,2,666,Assam
4255,16-Jul-20,BR,1385,10,568,Bihar
4256,16-Jul-20,CH,16,0,17,Chandigarh
4257,16-Jul-20,CT,198,1,127,Chhattisgarh
4258,16-Jul-20,DD,0,0,0,Daman and Diu
4259,16-Jul-20,DL,1652,58,1994,Delhi
4260,16-Jul-20,DN,18,0,21,Dadra and Nagar Haveli and Daman and Diu
4261,16-Jul-20,GA,157,1,143,Goa
4262,16-Jul-20,GJ,919,10,828,Gujarat
4263,16-Jul-20,HP,36,0,5,Himachal Pradesh
4264,16-Jul-20,HR,696,3,518,Haryana
4265,16-Jul-20,JH,221,4,28,Jharkhand
4266,16-Jul-20,JK,490,16,109,Jammu and Kashmir
4267,16-Jul-20,KA,4169,104,1263,Karnataka
4268,16-Jul-20,KL,722,2,228,Kerala
4269,16-Jul-20,LA,5,0,6,Ladakh
4270,16-Jul-20,LD,0,0,0,Lakshadweep
4271,16-Jul-20,MH,8641,266,5527,Maharashtra
4272,16-Jul-20,ML,40,0,3,Meghalaya
4273,16-Jul-20,MN,64,0,49,Manipur
4274,16-Jul-20,MP,735,7,219,Madhya Pradesh
4275,16-Jul-20,MZ,34,0,1,Mizoram
4276,16-Jul-20,NL,14,0,43,Nagaland
4277,16-Jul-20,OR,494,2,401,Odisha
4278,16-Jul-20,PB,295,9,410,Punjab
4279,16-Jul-20,PY,147,1,58,Puducherry
4280,16-Jul-20,RJ,737,8,468,Rajasthan
4281,16-Jul-20,SK,13,0,0,Sikkim
4282,16-Jul-20,TG,1676,10,1296,Telangana
4283,16-Jul-20,TN,4549,69,5106,Tamil Nadu
4284,16-Jul-20,TR,98,0,33,Tripura
4285,16-Jul-20,TT,35468,680,22867,Total
4286,16-Jul-20,UN,-239,0,0,State Unassigned
4287,16-Jul-20,UP,2058,34,932,Uttar Pradesh
4288,16-Jul-20,UT,197,0,47,Uttarakhand
4289,16-Jul-20,WB,1690,23,735,West Bengal
4290,16-Jun-20,AN,3,0,0,Andaman and Nicobar Islands
4291,16-Jun-20,AP,264,2,128,Andhra Pradesh
4292,16-Jun-20,AR,4,0,0,Arunachal Pradesh
4293,16-Jun-20,AS,201,0,206,Assam
4294,16-Jun-20,BR,148,1,345,Bihar
4295,16-Jun-20,CH,8,0,1,Chandigarh
4296,16-Jun-20,CT,69,0,91,Chhattisgarh
4297,16-Jun-20,DD,0,0,0,Daman and Diu
4298,16-Jun-20,DL,1859,437,73,Delhi
4299,16-Jun-20,DN,15,0,7,Dadra and Nagar Haveli and Daman and Diu
4300,16-Jun-20,GA,37,0,0,Goa
4301,16-Jun-20,GJ,524,28,418,Gujarat
4302,16-Jun-20,HP,4,0,19,Himachal Pradesh
4303,16-Jun-20,HR,550,18,183,Haryana
4304,16-Jun-20,JH,46,0,121,Jharkhand
4305,16-Jun-20,JK,78,1,177,Jammu and Kashmir
4306,16-Jun-20,KA,317,7,322,Karnataka
4307,16-Jun-20,KL,79,0,60,Kerala
4308,16-Jun-20,LA,94,0,3,Ladakh
4309,16-Jun-20,LD,0,0,0,Lakshadweep
4310,16-Jun-20,MH,2701,1409,1802,Maharashtra
4311,16-Jun-20,ML,0,0,2,Meghalaya
4312,16-Jun-20,MN,10,0,8,Manipur
4313,16-Jun-20,MP,148,11,249,Madhya Pradesh
4314,16-Jun-20,MZ,4,0,0,Mizoram
4315,16-Jun-20,NL,2,0,15,Nagaland
4316,16-Jun-20,OR,108,0,120,Odisha
4317,16-Jun-20,PB,104,1,18,Punjab
4318,16-Jun-20,PY,14,0,4,Puducherry
4319,16-Jun-20,RJ,235,7,177,Rajasthan
4320,16-Jun-20,SK,0,0,0,Sikkim
4321,16-Jun-20,TG,213,4,261,Telangana
4322,16-Jun-20,TN,1515,49,1438,Tamil Nadu
4323,16-Jun-20,TR,1,0,123,Tripura
4324,16-Jun-20,TT,11086,2004,7226,Total
4325,16-Jun-20,UN,712,0,0,State Unassigned
4326,16-Jun-20,UP,507,18,294,Uttar Pradesh
4327,16-Jun-20,UT,97,1,27,Uttarakhand
4328,16-Jun-20,WB,415,10,534,West Bengal
4329,16-Mar-20,AN,0,0,0,Andaman and Nicobar Islands
4330,16-Mar-20,AP,0,0,0,Andhra Pradesh
4331,16-Mar-20,AR,0,0,0,Arunachal Pradesh
4332,16-Mar-20,AS,0,0,0,Assam
4333,16-Mar-20,BR,0,0,0,Bihar
4334,16-Mar-20,CH,0,0,0,Chandigarh
4335,16-Mar-20,CT,0,0,0,Chhattisgarh
4336,16-Mar-20,DD,0,0,0,Daman and Diu
4337,16-Mar-20,DL,0,0,0,Delhi
4338,16-Mar-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
4339,16-Mar-20,GA,0,0,0,Goa
4340,16-Mar-20,GJ,0,0,0,Gujarat
4341,16-Mar-20,HP,0,0,0,Himachal Pradesh
4342,16-Mar-20,HR,0,0,0,Haryana
4343,16-Mar-20,JH,0,0,0,Jharkhand
4344,16-Mar-20,JK,1,0,0,Jammu and Kashmir
4345,16-Mar-20,KA,1,0,0,Karnataka
4346,16-Mar-20,KL,3,0,0,Kerala
4347,16-Mar-20,LA,0,0,0,Ladakh
4348,16-Mar-20,LD,0,0,0,Lakshadweep
4349,16-Mar-20,MH,6,0,0,Maharashtra
4350,16-Mar-20,ML,0,0,0,Meghalaya
4351,16-Mar-20,MN,0,0,0,Manipur
4352,16-Mar-20,MP,0,0,0,Madhya Pradesh
4353,16-Mar-20,MZ,0,0,0,Mizoram
4354,16-Mar-20,NL,0,0,0,Nagaland
4355,16-Mar-20,OR,1,0,0,Odisha
4356,16-Mar-20,PB,0,0,0,Punjab
4357,16-Mar-20,PY,1,0,0,Puducherry
4358,16-Mar-20,RJ,0,0,0,Rajasthan
4359,16-Mar-20,SK,0,0,0,Sikkim
4360,16-Mar-20,TG,1,0,0,Telangana
4361,16-Mar-20,TN,0,0,1,Tamil Nadu
4362,16-Mar-20,TR,0,0,0,Tripura
4363,16-Mar-20,TT,15,0,1,Total
4364,16-Mar-20,UN,0,0,0,State Unassigned
4365,16-Mar-20,UP,0,0,0,Uttar Pradesh
4366,16-Mar-20,UT,1,0,0,Uttarakhand
4367,16-Mar-20,WB,0,0,0,West Bengal
4368,16-May-20,AN,0,0,0,Andaman and Nicobar Islands
4369,16-May-20,AP,48,1,101,Andhra Pradesh
4370,16-May-20,AR,0,0,0,Arunachal Pradesh
4371,16-May-20,AS,3,0,0,Assam
4372,16-May-20,BR,145,1,33,Bihar
4373,16-May-20,CH,0,0,11,Chandigarh
4374,16-May-20,CT,1,0,2,Chhattisgarh
4375,16-May-20,DD,0,0,0,Daman and Diu
4376,16-May-20,DL,438,6,408,Delhi
4377,16-May-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
4378,16-May-20,GA,5,0,0,Goa
4379,16-May-20,GJ,1057,19,273,Gujarat
4380,16-May-20,HP,2,0,4,Himachal Pradesh
4381,16-May-20,HR,33,0,50,Haryana
4382,16-May-20,JH,6,0,16,Jharkhand
4383,16-May-20,JK,108,1,29,Jammu and Kashmir
4384,16-May-20,KA,36,0,16,Karnataka
4385,16-May-20,KL,11,0,4,Kerala
4386,16-May-20,LA,0,0,0,Ladakh
4387,16-May-20,LD,0,0,0,Lakshadweep
4388,16-May-20,MH,1606,67,524,Maharashtra
4389,16-May-20,ML,0,0,0,Meghalaya
4390,16-May-20,MN,4,0,0,Manipur
4391,16-May-20,MP,195,4,32,Madhya Pradesh
4392,16-May-20,MZ,0,0,0,Mizoram
4393,16-May-20,NL,0,0,0,Nagaland
4394,16-May-20,OR,0,0,30,Odisha
4395,16-May-20,PB,14,0,952,Punjab
4396,16-May-20,PY,1,0,0,Puducherry
4397,16-May-20,RJ,213,1,215,Rajasthan
4398,16-May-20,SK,0,0,0,Sikkim
4399,16-May-20,TG,55,0,12,Telangana
4400,16-May-20,TN,477,4,939,Tamil Nadu
4401,16-May-20,TR,11,0,22,Tripura
4402,16-May-20,TT,4794,120,4012,Total
4403,16-May-20,UN,0,0,0,State Unassigned
4404,16-May-20,UP,201,9,276,Uttar Pradesh
4405,16-May-20,UT,9,0,0,Uttarakhand
4406,16-May-20,WB,115,7,63,West Bengal
4407,16-Oct-20,AN,10,1,14,Andaman and Nicobar Islands
4408,16-Oct-20,AP,3967,25,5010,Andhra Pradesh
4409,16-Oct-20,AR,198,0,182,Arunachal Pradesh
4410,16-Oct-20,AS,767,10,931,Assam
4411,16-Oct-20,BR,1062,9,1454,Bihar
4412,16-Oct-20,CH,55,5,120,Chandigarh
4413,16-Oct-20,CT,2472,40,2926,Chhattisgarh
4414,16-Oct-20,DD,0,0,0,Daman and Diu
4415,16-Oct-20,DL,3428,22,3197,Delhi
4416,16-Oct-20,DN,3,0,11,Dadra and Nagar Haveli and Daman and Diu
4417,16-Oct-20,GA,321,6,449,Goa
4418,16-Oct-20,GJ,1191,11,1279,Gujarat
4419,16-Oct-20,HP,219,2,219,Himachal Pradesh
4420,16-Oct-20,HR,1227,11,1139,Haryana
4421,16-Oct-20,JH,473,5,818,Jharkhand
4422,16-Oct-20,JK,697,8,838,Jammu and Kashmir
4423,16-Oct-20,KA,7542,73,8580,Karnataka
4424,16-Oct-20,KL,7283,24,6767,Kerala
4425,16-Oct-20,LA,48,0,151,Ladakh
4426,16-Oct-20,LD,0,0,0,Lakshadweep
4427,16-Oct-20,MH,11447,306,13885,Maharashtra
4428,16-Oct-20,ML,139,2,90,Meghalaya
4429,16-Oct-20,MN,337,5,164,Manipur
4430,16-Oct-20,MP,1352,25,1556,Madhya Pradesh
4431,16-Oct-20,MZ,9,0,6,Mizoram
4432,16-Oct-20,NL,112,0,91,Nagaland
4433,16-Oct-20,OR,2138,15,2850,Odisha
4434,16-Oct-20,PB,507,26,979,Punjab
4435,16-Oct-20,PY,280,1,306,Puducherry
4436,16-Oct-20,RJ,2010,15,2201,Rajasthan
4437,16-Oct-20,SK,31,0,48,Sikkim
4438,16-Oct-20,TG,1554,7,1435,Telangana
4439,16-Oct-20,TN,4389,60,5245,Tamil Nadu
4440,16-Oct-20,TR,162,4,371,Tripura
4441,16-Oct-20,TT,62302,840,70568,Total
4442,16-Oct-20,UN,0,0,0,State Unassigned
4443,16-Oct-20,UP,2552,46,3538,Uttar Pradesh
4444,16-Oct-20,UT,549,15,524,Uttarakhand
4445,16-Oct-20,WB,3771,61,3194,West Bengal
4446,16-Sep-20,AN,19,0,27,Andaman and Nicobar Islands
4447,16-Sep-20,AP,8835,64,10845,Andhra Pradesh
4448,16-Sep-20,AR,226,0,129,Arunachal Pradesh
4449,16-Sep-20,AS,2394,19,2464,Assam
4450,16-Sep-20,BR,1531,12,1724,Bihar
4451,16-Sep-20,CH,366,5,181,Chandigarh
4452,16-Sep-20,CT,3189,23,1647,Chhattisgarh
4453,16-Sep-20,DD,0,0,0,Daman and Diu
4454,16-Sep-20,DL,4473,33,3313,Delhi
4455,16-Sep-20,DN,27,0,23,Dadra and Nagar Haveli and Daman and Diu
4456,16-Sep-20,GA,628,4,351,Goa
4457,16-Sep-20,GJ,1364,12,1447,Gujarat
4458,16-Sep-20,HP,460,1,114,Himachal Pradesh
4459,16-Sep-20,HR,2694,19,1771,Haryana
4460,16-Sep-20,JH,1635,8,1607,Jharkhand
4461,16-Sep-20,JK,1590,18,747,Jammu and Kashmir
4462,16-Sep-20,KA,9725,55,6580,Karnataka
4463,16-Sep-20,KL,3830,14,2263,Kerala
4464,16-Sep-20,LA,36,2,19,Ladakh
4465,16-Sep-20,LD,0,0,0,Lakshadweep
4466,16-Sep-20,MH,23365,474,17559,Maharashtra
4467,16-Sep-20,ML,158,0,74,Meghalaya
4468,16-Sep-20,MN,110,1,103,Manipur
4469,16-Sep-20,MP,2462,24,1922,Madhya Pradesh
4470,16-Sep-20,MZ,12,0,7,Mizoram
4471,16-Sep-20,NL,34,0,41,Nagaland
4472,16-Sep-20,OR,4270,11,4121,Odisha
4473,16-Sep-20,PB,2702,78,2756,Punjab
4474,16-Sep-20,PY,510,13,401,Puducherry
4475,16-Sep-20,RJ,1782,15,1479,Rajasthan
4476,16-Sep-20,SK,48,0,32,Sikkim
4477,16-Sep-20,TG,2273,12,2260,Telangana
4478,16-Sep-20,TN,5652,57,5768,Tamil Nadu
4479,16-Sep-20,TR,454,10,510,Tripura
4480,16-Sep-20,TT,97860,1140,82924,Total
4481,16-Sep-20,UN,0,0,0,State Unassigned
4482,16-Sep-20,UP,6229,86,6476,Uttar Pradesh
4483,16-Sep-20,UT,1540,9,1192,Uttarakhand
4484,16-Sep-20,WB,3237,61,2971,West Bengal
4485,17-Apr-20,AN,1,0,0,Andaman and Nicobar Islands
4486,17-Apr-20,AP,38,0,15,Andhra Pradesh
4487,17-Apr-20,AR,0,0,0,Arunachal Pradesh
4488,17-Apr-20,AS,0,0,4,Assam
4489,17-Apr-20,BR,2,0,0,Bihar
4490,17-Apr-20,CH,0,0,0,Chandigarh
4491,17-Apr-20,CT,0,0,1,Chhattisgarh
4492,17-Apr-20,DD,0,0,0,Daman and Diu
4493,17-Apr-20,DL,67,4,20,Delhi
4494,17-Apr-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
4495,17-Apr-20,GA,0,0,0,Goa
4496,17-Apr-20,GJ,170,5,13,Gujarat
4497,17-Apr-20,HP,3,0,0,Himachal Pradesh
4498,17-Apr-20,HR,8,0,21,Haryana
4499,17-Apr-20,JH,3,0,0,Jharkhand
4500,17-Apr-20,JK,14,1,4,Jammu and Kashmir
4501,17-Apr-20,KA,44,0,6,Karnataka
4502,17-Apr-20,KL,1,0,10,Kerala
4503,17-Apr-20,LA,0,0,0,Ladakh
4504,17-Apr-20,LD,0,0,0,Lakshadweep
4505,17-Apr-20,MH,120,7,31,Maharashtra
4506,17-Apr-20,ML,0,0,0,Meghalaya
4507,17-Apr-20,MN,0,0,0,Manipur
4508,17-Apr-20,MP,146,14,0,Madhya Pradesh
4509,17-Apr-20,MZ,0,0,0,Mizoram
4510,17-Apr-20,NL,0,0,0,Nagaland
4511,17-Apr-20,OR,0,0,2,Odisha
4512,17-Apr-20,PB,14,0,1,Punjab
4513,17-Apr-20,PY,0,0,0,Puducherry
4514,17-Apr-20,RJ,98,6,19,Rajasthan
4515,17-Apr-20,SK,0,0,0,Sikkim
4516,17-Apr-20,TG,66,0,0,Telangana
4517,17-Apr-20,TN,56,0,103,Tamil Nadu
4518,17-Apr-20,TR,0,0,0,Tripura
4519,17-Apr-20,TT,922,38,273,Total
4520,17-Apr-20,UN,0,0,0,State Unassigned
4521,17-Apr-20,UP,44,1,14,Uttar Pradesh
4522,17-Apr-20,UT,3,0,0,Uttarakhand
4523,17-Apr-20,WB,24,0,9,West Bengal
4524,17-Aug-20,AN,46,1,99,Andaman and Nicobar Islands
4525,17-Aug-20,AP,6780,82,7866,Andhra Pradesh
4526,17-Aug-20,AR,40,0,85,Arunachal Pradesh
4527,17-Aug-20,AS,2792,8,1519,Assam
4528,17-Aug-20,BR,2525,5,4140,Bihar
4529,17-Aug-20,CH,114,1,46,Chandigarh
4530,17-Aug-20,CT,404,8,363,Chhattisgarh
4531,17-Aug-20,DD,0,0,0,Daman and Diu
4532,17-Aug-20,DL,787,18,740,Delhi
4533,17-Aug-20,DN,27,0,49,Dadra and Nagar Haveli and Daman and Diu
4534,17-Aug-20,GA,355,7,283,Goa
4535,17-Aug-20,GJ,1033,15,1083,Gujarat
4536,17-Aug-20,HP,18,0,114,Himachal Pradesh
4537,17-Aug-20,HR,887,12,1009,Haryana
4538,17-Aug-20,JH,843,11,601,Jharkhand
4539,17-Aug-20,JK,422,6,353,Jammu and Kashmir
4540,17-Aug-20,KA,6317,115,7071,Karnataka
4541,17-Aug-20,KL,1725,13,1131,Kerala
4542,17-Aug-20,LA,18,0,12,Ladakh
4543,17-Aug-20,LD,0,0,0,Lakshadweep
4544,17-Aug-20,MH,8493,228,11391,Maharashtra
4545,17-Aug-20,ML,44,0,4,Meghalaya
4546,17-Aug-20,MN,118,1,102,Manipur
4547,17-Aug-20,MP,930,23,987,Madhya Pradesh
4548,17-Aug-20,MZ,12,0,1,Mizoram
4549,17-Aug-20,NL,61,0,108,Nagaland
4550,17-Aug-20,OR,2244,10,1503,Odisha
4551,17-Aug-20,PB,1489,50,749,Punjab
4552,17-Aug-20,PY,297,4,184,Puducherry
4553,17-Aug-20,RJ,1334,11,1050,Rajasthan
4554,17-Aug-20,SK,20,0,28,Sikkim
4555,17-Aug-20,TG,894,10,2006,Telangana
4556,17-Aug-20,TN,5890,120,5667,Tamil Nadu
4557,17-Aug-20,TR,143,4,135,Tripura
4558,17-Aug-20,TT,54298,880,58172,Total
4559,17-Aug-20,UN,0,0,0,State Unassigned
4560,17-Aug-20,UP,3798,66,4376,Uttar Pradesh
4561,17-Aug-20,UT,318,6,385,Uttarakhand
4562,17-Aug-20,WB,3080,45,2932,West Bengal
4563,17-Jul-20,AN,0,0,0,Andaman and Nicobar Islands
4564,17-Jul-20,AP,2602,42,905,Andhra Pradesh
4565,17-Jul-20,AR,66,0,22,Arunachal Pradesh
4566,17-Jul-20,AS,1218,1,551,Assam
4567,17-Jul-20,BR,1742,6,896,Bihar
4568,17-Jul-20,CH,25,0,4,Chandigarh
4569,17-Jul-20,CT,249,3,61,Chhattisgarh
4570,17-Jul-20,DD,0,0,0,Daman and Diu
4571,17-Jul-20,DL,1462,26,1608,Delhi
4572,17-Jul-20,DN,32,0,22,Dadra and Nagar Haveli and Daman and Diu
4573,17-Jul-20,GA,196,2,129,Goa
4574,17-Jul-20,GJ,949,17,770,Gujarat
4575,17-Jul-20,HP,40,0,40,Himachal Pradesh
4576,17-Jul-20,HR,795,5,533,Haryana
4577,17-Jul-20,JH,313,4,64,Jharkhand
4578,17-Jul-20,JK,601,9,112,Jammu and Kashmir
4579,17-Jul-20,KA,3693,115,1028,Karnataka
4580,17-Jul-20,KL,791,1,132,Kerala
4581,17-Jul-20,LA,4,1,3,Ladakh
4582,17-Jul-20,LD,0,0,0,Lakshadweep
4583,17-Jul-20,MH,8308,258,2217,Maharashtra
4584,17-Jul-20,ML,26,0,0,Meghalaya
4585,17-Jul-20,MN,36,0,34,Manipur
4586,17-Jul-20,MP,704,9,387,Madhya Pradesh
4587,17-Jul-20,MZ,10,0,0,Mizoram
4588,17-Jul-20,NL,40,0,14,Nagaland
4589,17-Jul-20,OR,718,6,453,Odisha
4590,17-Jul-20,PB,348,9,96,Punjab
4591,17-Jul-20,PY,89,3,67,Puducherry
4592,17-Jul-20,RJ,615,8,656,Rajasthan
4593,17-Jul-20,SK,32,0,1,Sikkim
4594,17-Jul-20,TG,1478,7,1410,Telangana
4595,17-Jul-20,TN,4538,79,3391,Tamil Nadu
4596,17-Jul-20,TR,118,0,47,Tripura
4597,17-Jul-20,TT,34820,676,17476,Total
4598,17-Jul-20,UN,-754,0,0,State Unassigned
4599,17-Jul-20,UP,1722,38,959,Uttar Pradesh
4600,17-Jul-20,UT,120,1,26,Uttarakhand
4601,17-Jul-20,WB,1894,26,838,West Bengal
4602,17-Jun-20,AN,0,0,0,Andaman and Nicobar Islands
4603,17-Jun-20,AP,351,2,128,Andhra Pradesh
4604,17-Jun-20,AR,4,0,3,Arunachal Pradesh
4605,17-Jun-20,AS,184,0,231,Assam
4606,17-Jun-20,BR,130,0,205,Bihar
4607,17-Jun-20,CH,5,0,4,Chandigarh
4608,17-Jun-20,CT,80,0,165,Chhattisgarh
4609,17-Jun-20,DD,0,0,0,Daman and Diu
4610,17-Jun-20,DL,2414,67,957,Delhi
4611,17-Jun-20,DN,5,0,3,Dadra and Nagar Haveli and Daman and Diu
4612,17-Jun-20,GA,27,0,11,Goa
4613,17-Jun-20,GJ,520,27,348,Gujarat
4614,17-Jun-20,HP,25,0,7,Himachal Pradesh
4615,17-Jun-20,HR,560,12,204,Haryana
4616,17-Jun-20,JH,57,1,30,Jharkhand
4617,17-Jun-20,JK,108,1,133,Jammu and Kashmir
4618,17-Jun-20,KA,204,8,348,Karnataka
4619,17-Jun-20,KL,75,0,90,Kerala
4620,17-Jun-20,LA,38,0,7,Ladakh
4621,17-Jun-20,LD,0,0,0,Lakshadweep
4622,17-Jun-20,MH,3307,114,1315,Maharashtra
4623,17-Jun-20,ML,-1,0,3,Meghalaya
4624,17-Jun-20,MN,52,0,33,Manipur
4625,17-Jun-20,MP,161,6,236,Madhya Pradesh
4626,17-Jun-20,MZ,0,0,0,Mizoram
4627,17-Jun-20,NL,14,0,0,Nagaland
4628,17-Jun-20,OR,175,0,73,Odisha
4629,17-Jun-20,PB,126,6,77,Punjab
4630,17-Jun-20,PY,29,1,10,Puducherry
4631,17-Jun-20,RJ,326,5,505,Rajasthan
4632,17-Jun-20,SK,2,0,0,Sikkim
4633,17-Jun-20,TG,269,1,44,Telangana
4634,17-Jun-20,TN,2174,48,842,Tamil Nadu
4635,17-Jun-20,TR,43,0,0,Tripura
4636,17-Jun-20,TT,13108,341,6890,Total
4637,17-Jun-20,UN,589,0,0,State Unassigned
4638,17-Jun-20,UP,583,30,335,Uttar Pradesh
4639,17-Jun-20,UT,81,1,38,Uttarakhand
4640,17-Jun-20,WB,391,11,505,West Bengal
4641,17-Mar-20,AN,0,0,0,Andaman and Nicobar Islands
4642,17-Mar-20,AP,0,0,0,Andhra Pradesh
4643,17-Mar-20,AR,0,0,0,Arunachal Pradesh
4644,17-Mar-20,AS,0,0,0,Assam
4645,17-Mar-20,BR,0,0,0,Bihar
4646,17-Mar-20,CH,0,0,0,Chandigarh
4647,17-Mar-20,CT,0,0,0,Chhattisgarh
4648,17-Mar-20,DD,0,0,0,Daman and Diu
4649,17-Mar-20,DL,1,0,0,Delhi
4650,17-Mar-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
4651,17-Mar-20,GA,0,0,0,Goa
4652,17-Mar-20,GJ,0,0,0,Gujarat
4653,17-Mar-20,HP,0,0,0,Himachal Pradesh
4654,17-Mar-20,HR,1,0,0,Haryana
4655,17-Mar-20,JH,0,0,0,Jharkhand
4656,17-Mar-20,JK,0,0,0,Jammu and Kashmir
4657,17-Mar-20,KA,2,0,0,Karnataka
4658,17-Mar-20,KL,0,0,0,Kerala
4659,17-Mar-20,LA,0,0,0,Ladakh
4660,17-Mar-20,LD,0,0,0,Lakshadweep
4661,17-Mar-20,MH,3,1,0,Maharashtra
4662,17-Mar-20,ML,0,0,0,Meghalaya
4663,17-Mar-20,MN,0,0,0,Manipur
4664,17-Mar-20,MP,0,0,0,Madhya Pradesh
4665,17-Mar-20,MZ,0,0,0,Mizoram
4666,17-Mar-20,NL,0,0,0,Nagaland
4667,17-Mar-20,OR,0,0,0,Odisha
4668,17-Mar-20,PB,0,0,0,Punjab
4669,17-Mar-20,PY,0,0,0,Puducherry
4670,17-Mar-20,RJ,0,0,0,Rajasthan
4671,17-Mar-20,SK,0,0,0,Sikkim
4672,17-Mar-20,TG,1,0,0,Telangana
4673,17-Mar-20,TN,0,0,0,Tamil Nadu
4674,17-Mar-20,TR,0,0,0,Tripura
4675,17-Mar-20,TT,11,1,1,Total
4676,17-Mar-20,UN,0,0,0,State Unassigned
4677,17-Mar-20,UP,2,0,1,Uttar Pradesh
4678,17-Mar-20,UT,0,0,0,Uttarakhand
4679,17-Mar-20,WB,1,0,0,West Bengal
4680,17-May-20,AN,0,0,0,Andaman and Nicobar Islands
4681,17-May-20,AP,25,1,103,Andhra Pradesh
4682,17-May-20,AR,0,0,0,Arunachal Pradesh
4683,17-May-20,AS,8,0,1,Assam
4684,17-May-20,BR,142,0,0,Bihar
4685,17-May-20,CH,0,0,0,Chandigarh
4686,17-May-20,CT,18,0,1,Chhattisgarh
4687,17-May-20,DD,0,0,0,Daman and Diu
4688,17-May-20,DL,422,19,276,Delhi
4689,17-May-20,DN,0,0,0,Dadra and Nagar Haveli and Daman and Diu
4690,17-May-20,GA,9,0,0,Goa
4691,17-May-20,GJ,391,34,191,Gujarat
4692,17-May-20,HP,2,0,1,Himachal Pradesh
4693,17-May-20,HR,23,1,48,Haryana
4694,17-May-20,JH,6,0,0,Jharkhand
4695,17-May-20,JK,62,1,33,Jammu and Kashmir
4696,17-May-20,KA,55,1,13,Karnataka
4697,17-May-20,KL,14,0,0,Kerala
4698,17-May-20,LA,0,0,0,Ladakh
4699,17-May-20,LD,0,0,0,Lakshadweep
4700,17-May-20,MH,2347,63,600,Maharashtra
4701,17-May-20,ML,0,0,0,Meghalaya
4702,17-May-20,MN,0,0,0,Manipur
4703,17-May-20,MP,187,5,88,Madhya Pradesh
4704,17-May-20,MZ,0,0,0,Mizoram
4705,17-May-20,NL,0,0,0,Nagaland
4706,17-May-20,OR,91,1,24,Odisha
4707,17-May-20,PB,18,3,109,Punjab
4708,17-May-20,PY,0,0,0,Puducherry
4709,17-May-20,RJ,242,5,111,Rajasthan
4710,17-May-20,SK,0,0,0,Sikkim
4711,17-May-20,TG,42,0,21,Telangana
4712,17-May-20,TN,639,4,634,Tamil Nadu
4713,17-May-20,TR,-2,0,21,Tripura
4714,17-May-20,TT,5049,152,2538,Total
4715,17-May-20,UN,0,0,0,State Unassigned
4716,17-May-20,UP,206,8,195,Uttar Pradesh
4717,17-May-20,UT,1,0,1,Uttarakhand
4718,17-May-20,WB,101,6,67,West Bengal
4719,17-Oct-20,AN,11,0,17,Andaman and Nicobar Islands
4720,17-Oct-20,AP,3676,24,5529,Andhra Pradesh
4721,17-Oct-20,AR,179,0,244,Arunachal Pradesh
4722,17-Oct-20,AS,642,12,818,Assam
4723,17-Oct-20,BR,1173,9,1259,Bihar
4724,17-Oct-20,CH,50,1,108,Chandigarh
4725,17-Oct-20,CT,2515,14,3014,Chhattisgarh
4726,17-Oct-20,DD,0,0,0,Daman and Diu
4727,17-Oct-20,DL,3259,35,3154,Delhi
4728,17-Oct-20,DN,3,0,10,Dadra and Nagar Haveli and Daman and Diu
4729,17-Oct-20,GA,309,7,425,Goa
4730,17-Oct-20,GJ,1161,9,1270,Gujarat
4731,17-Oct-20,HP,275,3,234,Himachal Pradesh
4732,17-Oct-20,HR,1148,6,1318,Haryana
4733,17-Oct-20,JH,542,8,501,Jharkhand
4734,17-Oct-20,JK,610,6,809,Jammu and Kashmir
4735,17-Oct-20,KA,7184,71,8893,Karnataka
4736,17-Oct-20,KL,9016,26,7991,Kerala
4737,17-Oct-20,LA,93,1,74,Ladakh
4738,17-Oct-20,LD,0,0,0,Lakshadweep
4739,17-Oct-20,MH,10259,463,14238,Maharashtra
4740,17-Oct-20,ML,101,0,298,Meghalaya
4741,17-Oct-20,MN,426,2,198,Manipur
4742,17-Oct-20,MP,1222,18,1434,Madhya Pradesh
4743,17-Oct-20,MZ,16,0,10,Mizoram
4744,17-Oct-20,NL,94,4,26,Nagaland
4745,17-Oct-20,OR,2196,17,2842,Odisha
4746,17-Oct-20,PB,417,19,760,Punjab
4747,17-Oct-20,PY,212,3,313,Puducherry
4748,17-Oct-20,RJ,1992,12,2106,Rajasthan
4749,17-Oct-20,SK,36,0,56,Sikkim
4750,17-Oct-20,TG,1451,9,1983,Telangana
4751,17-Oct-20,TN,4295,54,5005,Tamil Nadu
4752,17-Oct-20,TR,134,3,270,Tripura
